1,89.04,23.29,0.25,25,0.24,0.1,0.1,0.5,0.05,2,400,0.3,0.1,0.1,0.1,0.001,0.1,0.001,0.3
3,184.26,29.11,8.76,750,1.8,5,0.5,20,1,200,2000,0.7,0.4,0.4,0.4,0.1,0.6,0.2,0.7
